Mapping_ID,Edge_Key,Endpoint_A,Endpoint_B,A_Zone,B_Zone,Edge_Label,Source_Document,Standard,Requirement_ID,Requirement_Text_Original,Edge_Total_Mapped_Req
E-0271,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A01.FR.03,"A01.FR.02 AND The Charging Station responds to this SetVariablesRequest with a SetVariablesResponse with status Accepted. The CSMS SHALL assume that the authorization key change was successful, and no longer accept the credentials previously used by the Charging Station.",126
E-0272,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A01.FR.04,A01.FR.02 AND The Charging Station responds to this SetVariablesRequest with a SetVariablesResponse with status other than Accepted The CSMS SHALL assume that the Charging Station has NOT changed the password. Therefore the CSMS SHALL keep accepting the old credentials.,126
E-0273,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A01.FR.05,"A01.FR.04 While the CSMS SHALL still accepts a connection from the Charging Station, it MAY restrict the functionality that the Charging Station can use. The CSMS can use the BootNotification state: Pending for this. During the Pending state, the CSMS can for example retry to update the credentials.",126
E-0274,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A01.FR.07,Passwords SHOULD be generated randomly to ensure that the passwords have sufficient entropy.,126
E-0275,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A01.FR.09,"the CSMS SHOULD NOT put the passwords in clear-text in log files or debug information. In this way, if the CSMS is compromised not all Charging Station password will be immediately compromised.",126
E-0276,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A01.FR.12,"A01.FR.11 The Charging Station SHALL NOT disclose the content of the BasicAuthPassword in its logging. This is to prevent exposure of key material to persons that may have access to a diagnostics file. A02 - Update Charging Station Certificate by request of CSMS No. Type Description 1 Name Update Charging Station Certificate by request of CSMS 2 ID A02 3 Objective(s) To facilitate the management of the Charging Station client side certificate, a certificate update procedure is provided. 4 Descri",126
E-0277,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A02.FR.04,"The CSMS SHOULD NOT sign the certificate itself, but instead forwards the CSR to a dedicated certificate authority server managing the certificates for the Charging Station infrastructure. The dedicated authority server MAY be operated by the CSO.",126
E-0278,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A02.FR.06,"The Charging Station SHALL verify the validity of the signed certificate in the CertificateSignedRequest message, checking that the current date (at the time of the update) is within the certificate’s validity period, the properties in Certificate Properties, and that it is part of the Charging Station Operator certificate hierarchy as described in Certificate Hierarchy. When providing a newly signed client certificate with a start period that equals the current time, the CSMS should take into a",126
E-0279,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A02.FR.10,(A02.FR.08 OR,126
E-0280,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A02.FR.28,") AND The Charging Station successfully connected to the CSMS using either one of the certificates. The Charging Station SHALL discard the client certificate that is NOT in use. This is to prevent having multiple client certificates installed at the Charging Station, which the CSMS is unable to manage.",126
E-0281,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A02.FR.13,When using different certificates for 15118 connections and the Charging Station to CSMS connection The Charging Station SHALL set the certificateType field in the SignCertificateRequest to the certificate for which the update was triggered.,126
E-0282,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A02.FR.17,"When the CSMS accepted the SignCertificateRequest for a CSR AND the Charging Station did not yet receive a CertificateSignedRequest for this CSR AND the number of seconds configured at CertSigningWaitMinimu m has expired The Charging Station SHALL send a new SignCertificateRequest for the CSR. Optionally, this CSR MAY be for a newly generated key pair.",126
E-0283,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A02.FR.19,"A02.FR.18 AND The maximum number of increments is reached The Charging Station SHALL stop resending the SignCertificateRequest, until it is requested by the CSMS via a TriggerMessageRequest for SignChargingStationCertificate, SignV2GCertificate or SignCombinedCertificate.",126
E-0284,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A02.FR.20,"A02.FR.07 The Charging Station SHALL NOT initiate the back off mechanism and resend the SignCertificateRequest, until this is requested by the CSMS via a TriggerMessageRequest for SignChargingStationCertificate, SignV2GCertificate or SignCombinedCertificate.",126
E-0285,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A02.FR.29,A02.FR.10 AND The Charging Station discarded the new client certificate. The Charging Station SHOULD send a SecurityEventNotification DiscardedRenewedClientCertificate to the CSMS. Otherwise the CSMS is not aware that the Charging Station discarded the new client certificate and the CSMS should again trigger a client certificate renewal. A03 - Update Charging Station Certificate initiated by the Charging Station No. Type Description 1 Name Update Charging Station Certificate initiated by the Cha,126
E-0286,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A03.FR.04,"The CSMS SHOULD NOT sign the certificate itself, but instead forwards the CSR to a dedicated certificate authority server managing the certificates for the Charging Station infrastructure. The dedicated authority server MAY be operated by the CSO. (Same as A02.FR.04)",126
E-0287,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A03.FR.10,(A03.FR.08 OR,126
E-0288,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A03.FR.24,") AND The Charging Station successfully connected to the CSMS using either one of the certificates. The Charging Station SHALL discard the client certificate that is NOT in use. (Same as A02.FR.10) This is to prevent having multiple client certificates installed at the Charging Station, which the CSMS is unable to manage.",126
E-0289,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A03.FR.13,When using different certificates for 15118 connections and the Charging Station to CSMS connection The Charging Station SHALL include the certificateType field in the SignCertificateRequest to specify which certificate it wants to update. (Same as A02.FR.13),126
E-0290,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A03.FR.17,"When the CSMS accepted the SignCertificateRequest for a CSR AND the Charging Station did not yet receive a CertificateSignedRequest for this CSR AND the number of seconds configured at CertSigningWaitMinimu m has expired The Charging Station SHALL send a new SignCertificateRequest for the CSR. Optionally, this CSR MAY be for a newly generated key pair. (Same as A02.FR.17)",126
E-0291,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A03.FR.19,"A03.FR.18 AND CertSigningRepeatTimes is reached The Charging Station SHALL stop resending the SignCertificateRequest, until it is requested by the CSMS via a TriggerMessageRequest for SignChargingStationCertificate, SignV2GCertificate or SignCombinedCertificate. (Same as",126
E-0292,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A03.FR.25,A03.FR.10 AND The Charging Station discarded the new client certificate. The Charging Station SHOULD send a SecurityEventNotification DiscardedRenewedClientCertificate to the CSMS. (Same as A02.FR.29) Otherwise the CSMS is not aware that the Charging Station discarded the new client certificate and the CSMS may need to trigger a new client certificate renewal. A04 - Security Event Notification No. Type Description 1 Name Security Event Notification 2 ID A04 3 Objective(s) To inform the CSMS of c,126
E-0293,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A04.FR.01,When a critical security event happens The Charging Station SHALL inform the CSMS of the security events by sending a SecurityEventNotificationRequest to the CSMS.,126
E-0294,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A04.FR.02,A04.FR.01 AND the Charging Station is disconnected. Security event notifications MUST be queued with a guaranteed delivery at the CSMS.,126
E-0295,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A04.FR.04,When a security event happens (also non-critical) The Charging Station SHALL store the security event in a security log. It is recommended to implement this log in a rolling format. A05 - Upgrade Charging Station Security Profile No. Type Description 1 Name Upgrade Charging Station Security Profile 2 ID A05 3 Objective(s) The CSO wants to change the security of the OCPP connection between CSMS and a Charging Station. 4 Description Use case when migrating from OCPP 1.6 without security profiles t,126
E-0296,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A05.FR.02,"The Charging Station receives SetVariablesRequest for NetworkConfigurationPriority containing a profile slot for a NetworkConnectionProfile with a 'securityProfile' value higher than the current value AND new value is 2 or 3 AND No valid CSMSRootCertificate installed The Charging Station SHALL respond with SetVariablesResponse(Rejected), and not update the value for SecurityProfile and/or reconnect to the CSMS.",126
E-0297,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A05.FR.03,"The Charging Station receives SetVariablesRequest for NetworkConfigurationPriority containing a profile slot for a NetworkConnectionProfile with a 'securityProfile' value higher than the current value AND new value is 3 AND No valid ChargingStationCertificate installed The Charging Station SHALL respond with SetVariablesResponse(Rejected), and not update the value for SecurityProfile and/or reconnect to the CSMS.",126
E-0298,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A05.FR.06,A05.FR.05 AND The Charging Station successfully connected to the CSMS using the (new) NetworkConnectionProfile The Charging Station SHALL update the value of the configuration variable SecurityProfile AND it SHALL remove all NetworkConnectionProfiles with a lower securityProfile than stored at SecurityProfile AND update NetworkConfigurationPriority accordingly.,126
E-0299,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,A05.FR.07,A05.FR.06 The CSMS SHALL NOT allow the Charging Station to connect with a lower security profile anymore.,126
E-0300,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L01.FR.01,Whenever the Charging Station enters a new state in the firmware update process. The Charging Station SHALL send a FirmwareStatusNotificationRequest message to the CSMS with this new status. What reason to use is described in the description of FirmwareStatusEnumType.,126
E-0301,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L01.FR.02,When the Charging Station enters the Invalid Certificate state in the firmware process. The Charging Station SHALL send a SecurityEventNotificationRequest message to the CSMS with the security event InvalidFirmwareSigningCertificate (See part 2 appendices for the full list of security events). ID Precondition Requirement definition Note,126
E-0302,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L01.FR.03,When the Charging Station enters the Invalid Signature state. The Charging Station SHALL send a SecurityEventNotificationRequest message to the CSMS with the security event InvalidFirmwareSignature (See part 2 appendices for the full list of security events).,126
E-0303,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L01.FR.09,"Firmware updates SHALL be digitally protected to ensure authenticity and to provide proof of origin. This protection is achieved by applying a digital signature over the hash value of the firmware image. Ideally, this signature is already computed by the manufacturer. This way proof of origin of the firmware image can be tracked back to the original author of the firmware.",126
E-0304,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L01.FR.10,Every FirmwareStatusNotificationRequest sent for a firmware update SHALL contain the same requestId as the UpdateFirmwareRequest that started this firmware update.,126
E-0305,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L01.FR.20,"The field requestId in FirmwareStatusNotificationRequest is mandatory, unless status = Idle.",126
E-0306,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L01.FR.24,"When a Charging Station is installing new Firmware OR is going to install new Firmware, but has received an UpdateFirmware command to install it at a later time AND the Charging Station receives a new UpdateFirmwareRequest The Charging Station SHOULD cancel the ongoing firmware update AND respond with status AcceptedCanceled. The Charging Station SHOULD NOT first check if the new firmware file exists, this way the CSMS will be able to cancel an ongoing firmware update without starting a new one.",126
E-0307,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L02.FR.01,Whenever the Charging Station enters a new status in the firmware update process. The Charging Station SHALL send a FirmwareStatusNotificationRequest message to the CSMS with this new status. Same as L01.FR.01,126
E-0308,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L02.FR.06,Every FirmwareStatusNotificationRequest sent for a firmware update SHALL contain the same requestId as the UpdateFirmwareRequest that started this firmware update. Same as L01.FR.10,126
E-0309,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L02.FR.14,"The field requestId in FirmwareStatusNotificationRequest is mandatory, unless status = Idle. Same as L01.FR.20 ID Precondition Requirement definition Note",126
E-0310,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L02.FR.15,"When a Charging Station is installing new Firmware OR is going to install new Firmware, but has received an UpdateFirmware command to install it at a later time AND the Charging Station receives a new UpdateFirmwareRequest The Charging Station SHOULD cancel the ongoing firmware update AND respond with status AcceptedCanceled. The Charging Station SHOULD NOT first check if the new firmware file exists, this way the CSMS will be able to cancel an ongoing firmware update without starting a new one.",126
E-0311,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L03.FR.02,The MD5 checksum SHALL be calculated over the entire firmware file.,126
E-0312,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L03.FR.03,"The Local Controller SHALL publish the firmware file using all its supported protocols (e.g. HTTP, HTTPS, and FTP)",126
E-0313,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L03.FR.04,"The Local Controller SHALL set URI’s for all supported protocols (e.g. HTTP, HTTPS, and FTP) in the location field of the PublishFirmwareStatusNotificationRequest message with status Published.",126
E-0314,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L03.FR.05,"Upon receipt of a PublishFirmwareRequest message. The Local Controller SHALL respond with a PublishFirmwareResponse message, indicating whether it has accepted the request.",126
E-0315,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L03.FR.06,If the Local Controller cannot download the firmware file. The Local Controller SHALL send a PublishFirmwareStatusNotificationRequest with status DownloadFailed.,126
E-0316,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L03.FR.07,If the Local Controller cannot verify the MD5 checksum. The Local Controller SHALL send a PublishFirmwareStatusNotificationRequest with status InvalidChecksum.,126
E-0317,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L03.FR.08,If the Local Controller cannot publish the firmware file. The Local Controller SHALL send a PublishFirmwareStatusNotificationRequest with status PublishFailed.,126
E-0318,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L03.FR.09,After successfully publishing the firmware file. The Local Controller SHALL send a PublishFirmwareStatusNotificationRequest with status Published. ID Precondition Requirement definition,126
E-0319,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L04.FR.01,If the Local Controller receives an UnpublishFirmwareRequest message AND There is no ongoing download. The firmware file SHALL be unpublished.,126
E-0320,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L04.FR.02,After successfully unpublishing the firmware file. The local controller SHALL send an UnpublishFirmwareResponse message with status Unpublished.,126
E-0321,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,OCPP 2.0.1,OCPP,L04.FR.03,If the Local Controller receives an UnpublishFirmwareRequest message AND There is no published file. The Local Controller SHALL send an UnpublishFirmwareResponse message with status NoFirmware.,126
E-0322,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,ENISA Smart Cars / Automotive Cybersecurity Guidelines,ENISA,TM-28,"Encrypt all sensitive, personal and private data to prevent its disclosure to illegitimate entities. Moreover, authenticated encryption may be used to avoid the manipulation of personal data while ensuring their confidentiality.",126
E-0323,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,ENISA Smart Cars / Automotive Cybersecurity Guidelines,ENISA,TM-29,"Use well-known and standardized cryptographic schemes and protocols that are widely considered as secure, and avoid the use of proprietary schemes.",126
E-0324,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,ENISA Smart Cars / Automotive Cybersecurity Guidelines,ENISA,TM-30,"Use of storage encryption to protect both users’ data as well as data needed to enforce smart cars security (e.g. used keys, security credentials, etc.).",126
E-0325,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,ENISA Smart Cars / Automotive Cybersecurity Guidelines,ENISA,TM-31,"Implement a secure key management process. The process should cover all the steps of key lifecycle: key length choice in relation with key lifetime, key generation using an appropriate level of entropy from a reliable source, secure key storage, key rotation and revocation, etc.",126
E-0326,EVSE|CSMS,EVSE,CSMS,Z2: XFC/EVSE Domain,Z3: Cloud/Third-Party,OCPP 2.0.1,ENISA Smart Cars / Automotive Cybersecurity Guidelines,ENISA,TM-32,Consider the use of dedicated and tamper resistant hardware security modules for secure execution of cryptographic algorithms and secure key storage. 4.4.6 Access Control,126
E-0327,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2326,An SECC certificate shall be generated using a certificate chain that uses a V2G root CA certificate as the trust anchor. Refer to Figure 5 for a pictorial representation. Refer to Annex H for further details. Refer to H.1.6 for examples of a certificate structure. Refer to Annex B for details of the certificate profile.,41
E-0328,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2327,An OCSP signer certificate used to sign the OCSP response for SECC certificate status shall be generated using a certificate chain that uses a V2G root CA certificate as the trust anchor. Refer to Figure 5 for a pictorial representation. Refer to Annex H for further details. Refer to H.1.6 for examples of a certificate structure. Refer to Annex B for details of the certificate profile.,41
E-0329,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2338,Each SECC shall possess at least one of either of the following root certificates: – V2G root CA certificate; OR – OEM root CA certificate.,41
E-0330,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2340,The EVCC shall possess at least one V2G root CA certificate. This certificate is necessary to verify SECC certificates to establish TLS session. Refer to 7.3.2.1 for V2G root CA certificate requirements.,41
E-0331,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2344,The SECC shall not contain any PE private root CA certificates.,41
E-0332,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2347,The private SECC shall possess a PE private root CA certificate. This certificate is necessary to establish a TLS session. Refer to 7.3.2.1 for PE private root CA certificate requirements.,41
E-0333,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2352,Each SECC shall provide storage space for at least two V2G root CA certificates.,41
E-0334,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2353,Each public SECC shall provide storage space for at least two OEM root CA certificates.,41
E-0335,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2354,Each private SECC shall provide storage space for at least one OEM root CA certificate or V2G root CA certificate.,41
E-0336,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2388,"Since the EVCC used the ""status_request"" extension to request OCSP response for the certificate chain sent by the public SECC, it shall include an OCSP response for each certificate in the certificate chain sent by the public SECC in the ""ServerHello"" message. Refer to IETF RFC 6960 (as updated by IETF RFC 8954) and IETF RFC 8446 for further details.",41
E-0337,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2391,"Since the EVCC used the ""status_request"" extension to request OCSP response for the certificate chain sent by private SECC, if the private SECC supports PnC, it shall include an OCSP response for each certificate in the certificate chain sent by the private SECC in the ""ServerHello"" message. Refer to IETF RFC 6960 (as updated by IETF RFC 8954) and IETF RFC 8446 for further adetails.",41
E-0338,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-1021,The validity period of the OCSP response provided by the SECC shall be limited to one week.,41
E-0339,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2394,"Each of the OCSP responses provided by the public SECC in the ""ServerHello"" message shall be signed by a certificate derived from one of the V2G root CA certificates supported by the EVCC (EVCC provided a list of the V2G certificates via",41
E-0340,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2395,"Each of the OCSP responses provided by the private SECC in the ""ServerHello"" message shall be signed by a certificate derived from one of the PE private root CA certificates supported by the EVCC (EVCC provided a list of the V2G certificates via",41
E-0341,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2401,"A public SECC shall send a list of all V2G root CA certificate(s) and/or OEM root CA certificate(s) it possesses via the ""certificate_authorities"" extension in the ""CertificateRequest"" message it sends to the EVCC.",41
E-0342,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2402,"A private SECC not in CPM4PE shall send a list of all V2G root CA certificate(s) and/or OEM root CA certificate(s) it possesses via the ""certificate_authorities"" extension in the ""CertificateRequest"" message it sends to the EVCC.",41
E-0343,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2403,"The ""DistinguishedName"" (DN) of the V2G root CA certificate(s) and/or OEM root CA certificate(s) provided by the public SECC or private SECC not in CPM4PE in the ""authorities"" element of ""certificate_authorities"" extension in the ""CertificateRequest"" message shall include the following relative distinguished name (RDN) fields in the order specified below for each V2G root CA certificate and OEM root CA certificate supported by the public SECC or private SECC not in CPM4PE and shall follow X501 a",41
E-0344,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2404,"If no V2G root CA certificate and OEM root CA certificate is/are available in the public SECC or private SECC not in CPM4PE, the ""authorities"" element of ""certificate_authorities"" extension in the ""CertificateRequest"" message shall be left empty.",41
E-0345,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2411,"If the OCSP status of any certificate in SECC certificate chain is not provided by the public SECC in the ""ServerHello"", the EVCC may contact the OCSP server listed in the said certificate for the OCSP status of that certificate.",41
E-0346,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2412,"If the private SECC provided OCSP status of at least one but not all of the certificates in the PE certificate chain in the ""ServerHello"", the EVCC may contact the OCSP server listed in the said certificate for the OCSP status of that certificate.",41
E-0347,PKI|SECC,PKI,SECC,Cross-Zone: Trust Infrastructure,Z2: XFC/EVSE Domain,OCSP,ISO 15118-20,ISO,V2G20-2413,"Per IETF RFC 6960 (as updated by IETF RFC 8954), the EVCC will verify the OCSP responder certificate before accepting the OCSP response. If the EVCC is unable to successfully verify the OCSP responder certificate (e.g. when the OCSP responder’s certificate is derived from a root not trusted by the EVCC) for any of the OCSP responses, the EVCC shall consider the entire SECC/PE certificate chain to have failed validation.",41
