Mapping_ID,Zone,Node,Node_Label,Sub-entity,Source_Document,Standard,Requirement_ID,Requirement_Text_Original,Requirement_Domain,Subentity_Mapped_Count,Node_Total_Mapped_Req
N-0768,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Firmware,OCPP 2.0.1,OCPP,L02.FR.09,"When a Charging Station needs to reboot before installing the downloaded firmware. The Charging Station SHALL send a FirmwareStatusNotificationRequest with status InstallRebooting, before rebooting. Same as L01.FR.15",,44,112
N-0769,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Firmware,OCPP 2.0.1,OCPP,L02.FR.10,When the Charging Station has successfully downloaded the new firmware AND installDateTime is set to time in the future The Charging Station SHALL send a FirmwareStatusNotificationRequest with status InstallScheduled and install the firmware at the specified installation time. Same as L01.FR.04 and L01.FR.16,,44,112
N-0770,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Firmware,OCPP 2.0.1,OCPP,L02.FR.16,Charging Station receives a TriggerMessageRequest for FirmwareStatusNotification AND last sent FirmwareStatusNotificationRequest had status = Installed Charging Station SHALL return a FirmwareStatusNotificationRequest with status = Idle. Same as L01.FR.25,,44,112
N-0771,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Firmware,OCPP 2.0.1,OCPP,L02.FR.17,Charging Station receives a TriggerMessageRequest for FirmwareStatusNotification AND last sent FirmwareStatusNotificationRequest had NOT status Installed Charging Station SHALL return a FirmwareStatusNotificationRequest with the last sent status. Same as L01.FR.26,,44,112
N-0772,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Firmware,OCPP 2.0.1,OCPP,L02.FR.18,L02.FR.15 AND the Charging Station is unable to cancel the firmware installation The Charging Station MAY respond with status = Rejected. Same as L01.FR.27,,44,112
N-0773,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Firmware,OCPP 2.0.1,OCPP,L02.FR.19,When the Charging Station has failed all retry attempts to download the firmware. The Charging Station SHALL send a FirmwareStatusNotificationRequest with status DownloadFailed. A Charging Station MAY send a new Downloading status upon each retry attempt. Same as L01.FR.30,,44,112
N-0774,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Firmware,OCPP 2.0.1,OCPP,L02.FR.20,When the Charging Station has successfully installed and activated the new firmware The Charging Station SHALL send a FirmwareStatusNotificationRequest with status Installed. Activation of the new firmware may involve a reboot.,,44,112
N-0775,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Firmware,OCPP 2.0.1,OCPP,L02.FR.21,"When the Charging Station has successfully installed the new firmware AND the Charging Station needs to reboot before activating the new firmware The Charging Station SHALL either: (a) send an optional FirmwareStatusNotificationRequest with status = InstallRebooting before rebooting and send a mandatory FirmwareStatusNotificationRequest with status = Installed by the newly activated firmware, or (b) only send a FirmwareStatusNotificationRequest with status set to Installed without reporting the",,44,112
N-0776,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Firmware,OCPP 2.0.1,OCPP,L02.FR.22,"L02.FR.02 AND The Charging Station has ongoing transactions AND a reboot is needed to activate the installed firmware The Charging Station SHALL wait until all transactions have ended, before activating the installed firmware. E.g. in case of A/B firmware updates.",,44,112
N-0777,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Firmware,OCPP 2.0.1,OCPP,L02.FR.23,When the Charging Station has successfully downloaded the firmware AND installDateTime is not set AND Charging Station is waiting for a transaction to finish The Charging Station MAY send a FirmwareStatusNotificationRequest with status InstallScheduled. The case where installDateTime is set is covered by L02.FR.10. L03 - Publish Firmware file on Local Controller No. Type Description 1 Name Publish Firmware file on Local Controller. 2 ID L03 3 Objective(s) To allow Charging Stations to download a,,44,112
N-0778,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Firmware,OCPP 2.0.1,OCPP,L03.FR.10,Charging Station receives a TriggerMessageRequest for PublishFirmwareStatusNotifi cation AND last sent PublishFirmwareStatusNotificationR equest had status = Published Charging Station SHALL return a PublishFirmwareStatusNotificationRequest with status = Idle.,,44,112
N-0779,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Firmware,OCPP 2.0.1,OCPP,L03.FR.11,Charging Station receives a TriggerMessageRequest for PublishFirmwareStatusNotifi cation AND last sent PublishFirmwareStatusNotificationR equest had NOT status Published Charging Station SHALL return a PublishFirmwareStatusNotificationRequest with the last sent status. L04 - Unpublish Firmware file on Local Controller No. Type Description 1 Name Unpublish Firmware file on Local Controller. 2 ID L04 3 Objective(s) Stop the Local Controller from publishing a firmware update to Charging Stations. 4,,44,112
N-0780,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Firmware,OCPP 2.0.1,OCPP,L04.FR.04,If the Local Controller receives an UnpublishFirmwareRequest message AND If a Charging Station is downloading the firmware file. The Local Controller SHALL respond with the Downloading status AND not unpublish the firmware file. M. Certificate Management Chapter 1. Introduction The work on the ISO 15118 document series started in 2009 with the goal of defining a high-level communication interface that would work in conjunction with the IEC 61851 document series. The major purpose of ISO 15118 is,,44,112
N-0781,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Security Profile,OCPP 2.0.1,OCPP,A00.FR.005,"Lowering the security profile that is used, to a less secure profile, is for security reasons, not recommended. The Charging Station SHALL only allow to lower the security profile if the variable AllowSecurityProfileDowngrade is implemented and set to true. In that case, the Charging Station SHALL only allow to downgrade from profile 3 to profile 2. The Charging Station SHALL NOT allow to downgrade from profile 2 or profile 3 to profile 1 using the OCPP protocol.",,3,112
N-0782,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Security Profile,OCPP 2.0.1,OCPP,A01.FR.10,On the Charging Station the password needs to be stored in clear-text. Extra care SHOULD be taken into storing it securely. Definitions of mechanisms how to securely store the credentials are however not in scope of the OCPP Security Profiles.,,3,112
N-0783,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS Security Profile,OCPP 2.0.1,OCPP,A05.FR.10,The variable AllowSecurityProfileDowngrade is not implemented or implemented and set to false AND The Charging Station receives SetVariablesRequest for NetworkConfigurationPriority containing profile slots for NetworkConnectionProfiles with a 'securityProfile' value lower than the currently active security profile The Charging Station SHALL respond with SetVariablesResponse(Rejected) B. Provisioning Chapter 1. Introduction This Functional Block describes the functionality that helps a CSO provis,,3,112
N-0784,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS WebSocket Client,OCPP 2.0.1,OCPP,A02.FR.08,If the certificate is valid. The Charging Station SHALL respond to the CertificateSignedRequest with status Accepted AND the Charging Station SHALL switch to the new certificate by reconnecting the websocket and TLS connection.,,2,112
N-0785,Z2: XFC/EVSE Domain,EVSE,EVSE / CS,CS WebSocket Client,OCPP 2.0.1,OCPP,A03.FR.08,If the certificate is valid. The Charging Station SHALL respond to the CertificateSignedRequest with status Accepted AND the Charging Station SHALL switch to the new certificate by reconnecting the websocket and TLS connection. (Same as A02.FR.08),,2,112
N-0786,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,AM-6,Extra emphasis may be placed on external partner relationships due to the requirement for externally sourced operational data.,Cloud/Third-Party,42,57
N-0787,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,BE-3,Cloud/Third-Party owners/operators may consider focusing more on secure communications and operational requirements/dependencies of partner organizations within the EV/XFC ecosystem in the prioritization process. PM-11,Cloud/Third-Party,42,57
N-0788,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,BE-4,"Cloud/Third-Party owners/operators may have layered dependencies due to being a service provider, as well as partner of and consumer/holder of data from other EV/XFC entities. Depending upon organizational and operational designs, the cloud/third-party owners/operators may also provide multiple critical functions within the EV/XFC ecosystem. Interdependencies may include communications with EVSE regarding current status and availability.",Cloud/Third-Party,42,57
N-0789,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,GV-2,"Applicable, no additional Cloud/Third-Party-specific considerations.",Cloud/Third-Party,42,57
N-0790,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,RA-1,"Known asset vulnerabilities may include poor password protection, lack of authentication (e.g., client-side validation, unsanitized log-on fields)",Cloud/Third-Party,42,57
N-0791,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,RA-4,Possible impacts on charge station availability and PII should consider being identified.,Cloud/Third-Party,42,57
N-0792,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,AC-3,"This may include remote access from EVs, EVSE, web vendor, and utility/building management systems.",Cloud/Third-Party,42,57
N-0793,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,AC-4,"Cloud/Third-Party reviews may include access permissions and authorizations from EVs, EVSE systems, web vendors, and utility/building management systems. Subcategory | Domain",Cloud/Third-Party,42,57
N-0794,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,AC-5,"Cloud/Third-Party considerations may include networked links to/from EVs, EVSE systems, web vendors, and utility/building management systems.",Cloud/Third-Party,42,57
N-0795,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,AC-6,"Applicable, no additional Cloud/Third-Party-specific considerations.",Cloud/Third-Party,42,57
N-0796,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,AC-7,"Transactions and interactions may include network links to/from EVs, EVSE systems, web vendors, and utility/building management systems.",Cloud/Third-Party,42,57
N-0797,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,DS-6,"This may include measures to verify user identities and protect against unauthorized access. Cloud and third-party systems may consider implementing allow-lists for software sources. 2.3,",Cloud/Third-Party,42,57
N-0798,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,IP-2,"This may include development systems and assets, EV owner information, and EV/XFC partner information systems.",Cloud/Third-Party,42,57
N-0799,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,IP-3,"This may include development systems, operational systems, and IT/ICS systems.",Cloud/Third-Party,42,57
N-0800,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,IP-5,This may include Cloud/Third-Party assets connected to utility/building assets.,Cloud/Third-Party,42,57
N-0801,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,IP-12,"This may include development systems, operational systems, and IT/ICS systems.",Cloud/Third-Party,42,57
N-0802,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,PT-1,"In addition to sending metering values from EVSE to the cloud, cloud/third-party owners/operators may also consider logging smart meters for the utility/building management systems.",Cloud/Third-Party,42,57
N-0803,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,PT-4,"Cloud/Third-Party owners/operators may consider implementing protection mechanisms for and with communications and network traffic in EVs, EVSEs, smart grid systems, and both normal and abnormal scenarios.",Cloud/Third-Party,42,57
N-0804,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,AE-1,"Cloud/Third-Party considerations may include maintaining a baseline of users’ behaviors such as, charging sessions telemetry, and devices’ configurations, in order to detect any suspicious or malicious deviations.",Cloud/Third-Party,42,57
N-0805,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,CM-1,"Monitoring may include network traffic with EVs, EVSEs, smart grid systems, and both normal and abnormal activity.",Cloud/Third-Party,42,57
N-0806,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,CM-2,"Critical hardware components may include physical data centers, network equipment, servers, or storage devices.",Cloud/Third-Party,42,57
N-0807,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),NIST IR 8473,NIST,MI-3,"Applicable, but no Cloud/Third-Party-specific considerations. [NIST-SP800-53r5]",Cloud/Third-Party,42,57
N-0808,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A00.FR.306,The CSMS SHALL act as the TLS server.,,42,57
N-0809,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A00.FR.307,The CSMS SHALL authenticate itself by using the CSMS certificate as server side certificate.,,42,57
N-0810,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A00.FR.318,"The CSMS SHALL support at least the following four cipher suites: TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256 TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384 TLS_RSA_WITH_AES_128_GCM_SHA256 TLS_RSA_WITH_AES_256_GCM_SHA384 Note: The CSMS will have to provide 2 different certificates to support both cipher suites. Also when using security profile 3, the CSMS should be capable of generating client side certificates for both cipher suites.",,42,57
N-0811,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A00.FR.409,The CSMS SHALL act as the TLS server. (Same as A00.FR.306),,42,57
N-0812,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A00.FR.410,The CSMS SHALL authenticate itself by using the CSMS certificate as server side certificate. (Same as A00.FR.307),,42,57
N-0813,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A00.FR.421,"The CSMS SHALL support at least the following four cipher suites: TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256 TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384 TLS_RSA_WITH_AES_128_GCM_SHA256 TLS_RSA_WITH_AES_256_GCM_SHA384 (Same as A00.FR.318) Note: The CSMS will have to provide 2 different certificates to support both cipher suites. Also when using security profile 3, the CSMS should be capable of generating client side certificates for both cipher suites.",,42,57
N-0814,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A00.FR.510,"For the CSMS certificate, the subject field SHALL match the FQDN of the endpoint of the server in the CN (commonName) RDN. ID Precondition Requirement definition",,42,57
N-0815,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A00.FR.701,Fast expiration SHOULD be used to revoke the CSMS certificate. (See Note 1),,42,57
N-0816,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A00.FR.705,The CSMS SHALL verify the validity of the certificate with the certificate authority server. (See Note 2),,42,57
N-0817,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A01.FR.08,"the CSMS SHOULD only store salted password hashes, not the passwords themselves.",,42,57
N-0818,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A02.FR.11,Upon receipt of a SignCertificateRequest AND It is able to process the request The CSMS SHALL set status to Accepted in the SignCertificateResponse.,,42,57
N-0819,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A02.FR.12,Upon receipt of a SignCertificateRequest AND It is NOT able to process the request The CSMS SHALL set status to Rejected in the SignCertificateResponse. ID Precondition Requirement definition Note,,42,57
N-0820,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A02.FR.14,When receiving a SignCertificateRequest with certificateType included It is RECOMMENDED for the CSMS to set the certificateType field in the CertificateSignedRequest to the type of certificate in the SignCertificateRequest.,,42,57
N-0821,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A03.FR.11,Upon receipt of a SignCertificateRequest AND It is able to process the request The CSMS SHALL set status to Accepted in the SignCertificateResponse. (Same as A02.FR.11),,42,57
N-0822,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A03.FR.12,Upon receipt of a SignCertificateRequest AND It is NOT able to process the request The CSMS SHALL set status to Rejected in the SignCertificateResponse. (Same as A02.FR.12),,42,57
N-0823,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A03.FR.14,When receiving a SignCertificateRequest with certificateType included It is RECOMMENDED for the CSMS to set the certificateType field in the CertificateSignedRequest to the type of certificate in the SignCertificateRequest. (Same as A02.FR.14),,42,57
N-0824,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,A04.FR.03,A04.FR.01 The CSMS SHALL confirm the receipt of the notification using the SecurityEventNotificationResponse message.,,42,57
N-0825,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),OCPP 2.0.1,OCPP,L01.FR.11,For security purposes the CSMS SHALL include the Firmware Signing certificate (see Keys used in OCPP) in the UpdateFirmwareRequest.,,42,57
N-0826,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),ENISA Smart Cars / Automotive Cybersecurity Guidelines,ENISA,TM-49,"Create a Business Continuity Plan (BCP) and a Business Recovery Plan (BRP) that cover third-party aspects and are periodically tested, at least annually, to ensure the resilience of smart cars systems.",,42,57
N-0827,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS (general),ENISA Smart Cars / Automotive Cybersecurity Guidelines,ENISA,TM-50,"Define important parameters for the business continuity of the organisation, e.g. 5. ABBREVIATIONS ACRONYM DEFINITION ADS-DV Automated Driving System-Dedicated Vehicle AI Artificial Intelligence AP Access Point Auto-ISAC Automotive Information Sharing and Analysis Center BSI British Standards Institution BSM Basic Safety Message BTS Base Transceiver Station CaRSEC Cars and Roads SECurity working group CCAM Cooperative, Connected and Automated Mobility CSIRT Computer Security Incident Response Te",,42,57
N-0828,Z3: Cloud/Third-Party,CSMS,CSMS,Cloud Service,NIST IR 8473,NIST,IP-6,"This may include account, financial, or connection data, as well as the creation of a data destruction policy. Cloud providers handling financial payment card data may likely be implementing data storage, data retention, and data disposal policy consistent with existing standards (i.e., Payment Card Industry Data Security Standard (DSS)).",Cloud/Third-Party,1,57
N-0829,Z3: Cloud/Third-Party,CSMS,CSMS,CSO,ISO 15118-20,ISO,V2G20-2248,"When the CSO offers a wireless medium to establish a physical connection to an AP (see ISO 15118-8 for details), the CSO shall use WPA3-Enterprise or WPA2- Enterprise according to IEEE802.1X.",,11,57
N-0830,Z3: Cloud/Third-Party,CSMS,CSMS,CSO,ISO 15118-20,ISO,V2G20-2250,"If the CSO uses WPA3-Enterprise, its AP shall set protected management frames (PMF) to required. Refer to WPA3 specifications for details.",,11,57
N-0831,Z3: Cloud/Third-Party,CSMS,CSMS,CSO,ISO 15118-20,ISO,V2G20-2252,"If the CSO uses WPA3-Enterprise, its AP shall not support WPA3-Enterprise transition mode. Refer to WPA3 specifications for details.",,11,57
N-0832,Z3: Cloud/Third-Party,CSMS,CSMS,CSO,ISO 15118-20,ISO,V2G20-2262,The CSO’s authentication server shall validate the provided certificate per,,11,57
N-0833,Z3: Cloud/Third-Party,CSMS,CSMS,CSO,ISO 15118-20,ISO,V2G20-2264,The CSO shall utilize the cipher suites as specified by Table 6 for EAP-TLS.,,11,57
N-0834,Z3: Cloud/Third-Party,CSMS,CSMS,CSO,ISO 15118-20,ISO,V2G20-2266,The CSO shall utilize the (elliptic curve) ECs as specified by Table 7 for EAP.,,11,57
N-0835,Z3: Cloud/Third-Party,CSMS,CSMS,CSO,ISO 15118-20,ISO,V2G20-2268,The CSO shall utilize ECDHE for EAP.,,11,57
N-0836,Z3: Cloud/Third-Party,CSMS,CSMS,CSO,ISO 15118-20,ISO,V2G20-2270,The CSO shall utilize the signature algorithm as specified by Table 8 for EAP.,,11,57
N-0837,Z3: Cloud/Third-Party,CSMS,CSMS,CSO,ISO 15118-20,ISO,V2G20-2086,The CSO shall ensure that the EVSEID does not change during an ISO 15118-20 communication session. C.4.1 EVSEID syntax,,11,57
N-0838,Z3: Cloud/Third-Party,CSMS,CSMS,CSO,OCPP 2.0.1,OCPP,A00.FR.404,The CSMS SHALL verify that the certificate is owned by the CSO (or an organization trusted by the CSO) by checking that the O (organizationName) RDN in the subject field of the certificate contains the CSO name.,,11,57
N-0839,Z3: Cloud/Third-Party,CSMS,CSMS,CSO,OCPP 2.0.1,OCPP,A00.FR.803,"A00.FR.801 They SHOULD be sent to the CSO over a secure channel, so that the CSO can import them in the CSMS",,11,57
N-0840,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS Logging,OCPP 2.0.1,OCPP,A00.FR.408,A00.FR.407 OR A00.FR.429 It is RECOMMENDED to log a security event InvalidChargingStationCertificate in the CSMS.,,1,57
N-0841,Z3: Cloud/Third-Party,CSMS,CSMS,CSMS API,OCPP 2.0.1,OCPP,L03.FR.01,"Whenever the Local Controller enters a new status in the publishing process, it SHALL send a PublishFirmwareStatusNotificationRequest message to the CSMS.",,1,57
N-0842,Z3: Cloud/Third-Party,CSMS,CSMS,Local Controller,OCPP 2.0.1,OCPP,L03.FR.01,"Whenever the Local Controller enters a new status in the publishing process, it SHALL send a PublishFirmwareStatusNotificationRequest message to the CSMS.",,1,57
N-0843,Z3: Cloud/Third-Party,eMSP,eMSP / External,eMSP Backend,ISO 15118-20,ISO,V2G20-2480,"Unless specified otherwise, the SA (eMSP) shall use big-endian order for all bit strings and calculations specified by this subclause and the subclauses within.",,6,16
N-0844,Z3: Cloud/Third-Party,eMSP,eMSP / External,eMSP Backend,ISO 15118-20,ISO,V2G20-2490,The SA (eMSP) may indicate to the CPS the curves it wants the CPS to use for the CPS certificates that are used to sign the SignedInstallationData.,,6,16
N-0845,Z3: Cloud/Third-Party,eMSP,eMSP / External,eMSP Backend,ISO 15118-20,ISO,V2G20-2500,The 448 bit private key corresponding to the contract certificate shall be encrypted by the sender (the SA (eMSP)) using the same session key used to encrypt the 521 bit private key in,,6,16
N-0846,Z3: Cloud/Third-Party,eMSP,eMSP / External,eMSP Backend,ISO 15118-20,ISO,V2G20-2595,this extension indicates that an SA/eMSP can use the method described in,,6,16
N-0847,Z3: Cloud/Third-Party,eMSP,eMSP / External,eMSP Backend,ISO 15118-20,ISO,V2G20-2520,The ephemeral public key of the eMSP (SA) shall be transmitted using the method defined in,,6,16
N-0848,Z3: Cloud/Third-Party,eMSP,eMSP / External,eMSP Backend,ISO 15118-20,ISO,V2G20-2524,"The SA (eMSP) shall support calculation of the ECDHE secret and the key derivation function, as specified by NIST Special Publication 800-56A, for the encryption of private keys.",,6,16
N-0849,Z3: Cloud/Third-Party,eMSP,eMSP / External,CPS,ISO 15118-20,ISO,V2G20-2490,The SA (eMSP) may indicate to the CPS the curves it wants the CPS to use for the CPS certificates that are used to sign the SignedInstallationData.,,4,16
N-0850,Z3: Cloud/Third-Party,eMSP,eMSP / External,CPS,ISO 15118-20,ISO,V2G20-2496,"Once the sender sends the data to the certificate provisioning service (CPS) for verification and signature generation, the sender shall irretrievably erase/delete/destroy the contract certificate private key, ECDHE private key and the session key as generated in 7.9.2.5.4, and the ciphertext.",,4,16
N-0851,Z3: Cloud/Third-Party,eMSP,eMSP / External,CPS,ISO 15118-20,ISO,V2G20-2522,"Once the sender sends the data to the certificate provisioning service (CPS) for verification and signature generation, the sender shall irretrievably erase/delete/destroy the contract certificate private keys (both the encrypted and unencrypted format), ECDHE private key and the session key as generated in",,4,16
N-0852,Z3: Cloud/Third-Party,eMSP,eMSP / External,CPS,ISO 15118-20,ISO,V2G20-1077,The certificate provisioning service shall sign the SignedInstallationData element of the CertificateInstallationRes using the private key associated with the CPS leaf certificate. It shall include the certificate chain for verification of this signature in the field CPSCertificateChain.,,4,16
N-0853,Z3: Cloud/Third-Party,eMSP,eMSP / External,Mobile App,ENISA Smart Cars / Automotive Cybersecurity Guidelines,ENISA,TM-23,"Securely store sensitive data (e.g. passwords) on mobile devices, and protect local files created by the mobile application. 54 Beacons are messages exchanged periodically over vehicular networks to carry information such as location, heading, and speed. 55 An example of secure OTA firmware update guidelines can be found in the Uptane project documentation https://uptane.github.io/uptane-standard/uptane-standard.html 4.4.4 Cloud Security",,1,16
N-0854,Z3: Cloud/Third-Party,eMSP,eMSP / External,OTA Server,ENISA Smart Cars / Automotive Cybersecurity Guidelines,ENISA,TM-23,"Securely store sensitive data (e.g. passwords) on mobile devices, and protect local files created by the mobile application. 54 Beacons are messages exchanged periodically over vehicular networks to carry information such as location, heading, and speed. 55 An example of secure OTA firmware update guidelines can be found in the Uptane project documentation https://uptane.github.io/uptane-standard/uptane-standard.html 4.4.4 Cloud Security",,1,16
N-0855,Z3: Cloud/Third-Party,eMSP,eMSP / External,eMSP/External (general),ENISA Smart Cars / Automotive Cybersecurity Guidelines,ENISA,TM-24,"Cover security and availability aspects in agreements with cloud security providers, if applicable.",,4,16
N-0856,Z3: Cloud/Third-Party,eMSP,eMSP / External,eMSP/External (general),ENISA Smart Cars / Automotive Cybersecurity Guidelines,ENISA,TM-25,"In the context of cloud-based application and centralised systems, ensure that single points of failure are prevented.",,4,16
N-0857,Z3: Cloud/Third-Party,eMSP,eMSP / External,eMSP/External (general),ENISA Smart Cars / Automotive Cybersecurity Guidelines,ENISA,TM-26,Operate critical systems and applications within the private56 or at least hybrid57 deployment models.,,4,16
N-0858,Z3: Cloud/Third-Party,eMSP,eMSP / External,eMSP/External (general),ENISA Smart Cars / Automotive Cybersecurity Guidelines,ENISA,TM-27,"Protect all data within the cloud and during transfer while ensuring that cloud services providers do not have access to the decryption keys, so as to mitigate any potential risk stemming from cloud attacks. 4.4.5 Cryptography",,4,16
N-0859,Cross-Zone: Trust Infrastructure,PKI,PKI,Sub-CA,ISO 15118-20,ISO,V2G20-911,"If only one sub-CA layer is used, i.e. a sub-CA signed by a root CA directly signs leaf certificates, the profile of sub-CA2 shall apply for that sub-CA.",,8,41
N-0860,Cross-Zone: Trust Infrastructure,PKI,PKI,Sub-CA,ISO 15118-20,ISO,V2G20-2449,"In the case where the OCSP response for a certificate was not signed by the issuing CA of the certificate (V2G root CA, OEM root CA, OEM sub-CA1, OEM sub-CA2 or any corresponding cross-certified CA), each OCSP response shall contain the associated OCSP responder's certificate chain up to, but not including, the corresponding root. If a cross-certificate is used, the OCSP responder's certificate chain shall including any necessary cross-certificates. Each certificate in the OCSP signer certificat",,8,41
N-0861,Cross-Zone: Trust Infrastructure,PKI,PKI,Sub-CA,ISO 15118-20,ISO,V2G20-2454,"In the case where the CRL for a certificate was not signed by the issuing CA of the certificate (V2G root CA, OEM root CA, OEM sub-CA1, OEM sub-CA1, OEM sub-CA2 or any corresponding cross-certified CA), each CRL shall contain the associated CRL issuer's certificate chain up to, but not including, the corresponding root. If a cross certificate is used, the CRL issuer's certificate chain shall including any necessary cross certificates. Each certificate in the CRL certificate chain (exceptthe CRL",,8,41
N-0862,Cross-Zone: Trust Infrastructure,PKI,PKI,Sub-CA,ISO 15118-20,ISO,V2G20-2592,"OEM sub-CA1 certificate, OEM sub-CA2 certificate and OEM provisioning certificate shall contain at least one or both of CRLDistributionPoints or/and AuthorityInfoAccess extensions.",,8,41
N-0863,Cross-Zone: Trust Infrastructure,PKI,PKI,Sub-CA,ISO 15118-20,ISO,V2G20-2593,"If OEM sub-CA1 certificate or OEM sub-CA2 certificate or OEM provisioning certificate contains both CRLDistributionPoints and AuthorityInfoAccess extensions, the relying party may process just one or both as per the local policy of the relying party. The relying party, though, shall process at least one of these extensions.",,8,41
N-0864,Cross-Zone: Trust Infrastructure,PKI,PKI,Sub-CA,ISO 15118-20,ISO,V2G20-2599,"Vehicle sub-CA1 certificate, vehicle sub-CA2 certificate and vehicle certificate shall contain at least one or both of CRLDistributionPoints or/and AuthorityInfoAccess extensions.",,8,41
